PartyID,PartyName,LicenseTypeID,LicenseType,Current_Salesmen,Cases_Last45Days,Cases_FY25_26,City,Pincode,Address,Verdict,Notes
D07207,THE WOOZY GOAT BEER AND WINE (WAKAD),180004,Beer Shopee,SM3=SURESH NAIR,0.0,9.0,,,"A 101 AUSTIN PLAZA , SARVE NO 238, KASPATE WASTI, WAKAD.NEAR BY MAHTOBA CHOWK.",,
D07426,TIRANGA GARDEN (KALAMB),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"MILKAT NO.608, KALAMB TAL AMBEGAON",,
D07330,TOP UP BEER SHOPEE ( DAUND),180004,Beer Shopee,SM3=SURESH NAIR,0.0,50.0,PUNE CITY,,"BULIDING SHOP NO 1 , GATE NO 17, GOPALWADI ROAD , NEAR SIDDHESHWAR HOSPITAL",,
D00707,TRIMURTI WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,50.0,  2,411 028,"SHOP NO.20.KANCHAN JANGA APPTS MAGARPATTA ,HADAPSAR PUNE.-28",,
D01131,U.D.AGARWAL(223),180006,CL III (OTHERS),SM3=OMKAR PAWAR,0.0,105.0,,,"UPPER INDIRA NAGAR NEAR BUS  STOP,SHOP NO.7/8, BIBEWADI,PUNE",,
D07253,UMESH  BEER SHOPPE (293),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"MILKAT NO.225, BHOYARE",,
D01876,V K WINES (LONAVALA),180001,FL II (Wine shop),SM1=Z NITIN KAPRE Â· SM3=SURESH NAIR,0.0,75.0,PUNE,,"CTS NO. 25 & 204 PART B,SHOP N GANESH BUILDING, LONAVALA",,
D07427,V.L.GANDHI (KHED),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,24.0,,,"MILKAT NO653/1 WAGJAINAGAR KHARABWADI TAL KHED, PUNE",,
D00193,VAIBHAV WINES (BARAMATI),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,0.0,,,"BLOCK NO 20,CTS.NO.617 BARAMATI DIST :- PUNE",,
D07428,VARUN HOTEL (KASARWADI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,25.0,,,"485/01 Keshav Nagar Kasarwadi,Pune-34.",,
D07441,VEDANT BEER SHOPEE (CHIKALI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,7.0,,,"Building-Gat no 988,street-Ganesh Siddhi Building Shop No 3 Ground Floor,Area-Newale Chowk Chikhali,",,
D07429,VERSATILE RESTO BAR (LONAVALA),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,3.0,,,"PLOT NO 9 GAT NO 1320-1 SHOP NO 3-4 SAI NIWA BUILDING , VARSOLI MAWAL PUNE",,
D00178,VIDESHI MADIYA WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,40.0,  4,411 028,"1342,SHIVAJI NAGAR OPP P M C PUNE",,
D07327,VIJAY BEER SHOPEE (MIDC BARAMATI)),180004,Beer Shopee,SM3=SURESH NAIR,0.0,155.0,PUNE CITY,413102,"M.I.D.C , BARAMATI",,
D07236,VIJAY HARBANSLAL KATIYAL (MAUZE MAHLUNGE),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,45.0,PUNE,,GAT NO 191 MILKAT NO 641 MAUZE MAHALUNGE,,
D00377,VIJAY WINES (JUNNAR),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,20.0,PUNE,,"H NO 10 ,JUNNAR DIST :- PUNE",,
D02288,VIJAY WINES (VIMANNAGAR),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,0.0,PUNE,,"206/1,209/1, PLOT NO. 52,53,54 MOJE LOHEGAON, VIMANNAGAR",,
D00380,VIKRAM WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,88.0,  3,411 037,CTS NO 633/2A BIBVEWADI PUNE,,
D01982,VIKRAM WINES(MANJARI B'K),180001,FL II (Wine shop),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,10.0,PUNE,,"NO.142,GAT NO.1,CHAITANYA COMPLEX,MANJARI KESHAVNAGAR RD,MANJARI BUDRUK,",,
D06861,VILAS WINE (MANJARI),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,19.0,PUNE,412307,"SR,NO.81/B,MILKAT NO.270,NEAR MARKET, TAL HAVELI, MANJARI",,
D00381,VINOD WINES,180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,10.0,,,"SHOP NO.101,1-A,NEHRU NAGAR PIMPRI PUNE",,
D06554,VINTAGE BEER AND WINE STORE(AUNDH),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,PUNE,,"SHOP NO 3 STELLAR EN.PLOT NO 10 S NO 155BY 1A BY1, AUNDH PUNE",,
D07472,VIRAJ BEER SHOPEE ( VADKI NAKA ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,100.0,PUNE CITY,,"DAVAMAIL , HADAPSAR ROAD , GATE NO 1281 , VADKI NAKA , FURSUNGI",,
D06341,VIREN HOTEL (WAKAD ),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,6.0,PUNE,,S NO. 91/3ARIANA OFFICE B 101OPP POONA BAKERY WAKAD.,,
D07430,VISAWA HOTEL (KASARWADI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,15.0,,,"SN 495/2,KASARWADI PUNE-411034",,
D00208,VISHAKA WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,26.0,  8,,"SHOP NO 2 SAKAL NAGAR AUNDH, PUNE",,
D07267,VISHAL BEER SHOPEE ( MULSHI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,KARMOLI PUNE,,
D00387,VISHAL WINES (BHOSARI),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,"SHOP NO.2, PANNA CHAMBERS NEAR T.C.I, DAPAODI",,
D07303,WAKAD JUNCTIONA ,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,6.0,PUNE,,S.NI  156 8 SAI ARCADE  SHOP 16  NEAR RANJHAL GARDEN WAKAD PUNE,,
D07388,WELCOME HOTEL,180002,FL III (Permit Room),SM2=AJAY Â· SM3=SURESH NAIR,0.0,10.0,,,"Kolhe Mala Road Milkat No 335,Max Care Hospital",,
D01543,WELCOME WINES (CHANDAN NAGAR),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY,0.0,5.0,  7,,"SHOP NO. 7, OPP R K WINES CHANDAN NAGAR KHARADI PUNE",,
D07467,WINE EMPIRE RESTAURANT BAR	,180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=ABID,0.0,3.0,PUNE,,"S NO 60 HISSA NO 7 1A SUJIT COMPLEX,SHOP NO 7 GROUND FLOOR NEAR VADGAON BRIDGE VADGAON BUDRUK PUNE 4",,
D06597,WINE JUNCTION BAR & REST (YEWLEWADI),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,1.0,PUNE,,SHOP NO 3 SKY SQUARE SR NO 41 3C YEWLEWADI,,
D06792,WINE KING HOTEL RETAURANT & BAR (RANJANGAON),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,2.0,PUNE,,PLOT NO P A P I S 7 MIDC RANJANGAON  SHIRUR PUNE,,
D06255,WINE KING RESTAURANT & BAR ( KATRAJ ),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,3.0,PUNE,,SR.NO 49/3/1 SHOP NO 4 &5 GROUND FLOOR SHIVSAI HAIGHTS KATRAJ PUNE,,
D06812,WINE KING RESTAURANT BAR (BAVDHAN),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,1.0,PUNE,411021,SHOP NO 1AND 2 ATHARVA BLIS BAVDHAN PUNE,,
D01400,WINE TURMINAL (VIMANNAGAR),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,100.0,  7,,"SHOP NO. 4, KONARK ARCADE, SYMBOSIS ROAD NEAR DATTA MANDIR, VIMANNAGAR",,
D02593,WINE TURMINAL BEER SHOPEE ( MULSHI) (SG),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,6.0,PUNE,,"SR NO.124,LIFE REPUPLIC AVENUE 6 BULD.C,COM.COMPLEX, 1ST FLOOR,JAMBHE,TAL MULSHI,",,
D07431,WINE WORLD BEER SHOPPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,,,"Building-GAT NO 128 ,street-VOTKAR VILLA SHOP NO 3,Area-VARSLORI, Landmark-MUMBAI PUNE HIWAY, City-L",,
D07460,WINES HILLS,180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,0.0,PUNE CITY,,"SR NO 48-5, GROUND FLOOR , SUS ROAD , TAL MULSHI DIST PUNE",,
D00391,WINGATE & CO.(PIMPLE SAUDAGAR),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,35.0,PUNE,411 001,"PIMPLE SOUDAGAR, OPP.SHIVAR GARDEN PIMPRI",,
D06428,Y R WINES (VIRANSH MUNDHAWA),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,3.0,PUNE,,VASTUSHREE ADRINA KESHAVNAGAR MUNDHWA,,
D07500,YASH BEER AND WINE SHOPEE ( KHARADI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,7.0,PUNE CITY,,"PLATINUM TOWERS , LG 14 OLD MUNDHWA ROAD , KHARADI SANGAMWADI , PUNE ",,
D02561,YASH BEER SHOPEE ( NARHE),180004,Beer Shopee,SM1=SHASHANK Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,SR NO 4/3 & 4/4 KRUSNA  TOWER B WING SHOP NO 7 NARHE TA HAVELI DIST PUNE,,
D07463,YASH BEER SHOPEE (KANDALI-NARYANGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,5.0,,,MILKAT NO.411AT POSTSHINDE MALAKANDALINARAYANGAONTAL-JUNNER,,
D07432,YASH BEER SHOPEE (MAVAL),180004,Beer Shopee,SM3=SURESH NAIR,0.0,15.0,,,"MILKAT NO.147,MALAWALI ,TAL. MAVAL, DIST.PUNE",,
D07389,YASH HOTEL,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"SAMARTH COPLEX NEAR MARKET YARD PUNE MANCHAR TAL.AMBEGAON,DIST.PUNE",,
D07235,YASH PERMIT ROOM (CHIKHALI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,4.0,PUNE,,GAT NO 1358 MORE WASTI CHIKHALI,,
D01984,YASH WINES (KAUSAK WINES) ( HINJAWADI ),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,10.0,PUNE,,"S.NO.6/11, WAKAD ROAD,HINJAWADI, PUNE",,
D01455,YASHRAJ BEER SHOPPE (KALEPADAL),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,25.0,PUNE,411036,"S.NO. 49, B/B SATYARAJ CITY CO-OP HSG SOC. KALEPADAL, HADAPSAR",,
D07174,YASHWANTI B SHOPPY ( KANSARE ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,120.0,PUNE,,KHED RAJGURU NAGAR,,
