PartyID,PartyName,LicenseTypeID,LicenseType,Current_Salesmen,Cases_Last45Days,Cases_FY25_26,City,Pincode,Address,Verdict,Notes
D07222,A R TILANI,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,0.0,,,"Shop No.533, MG Road, Pimpri Tal.Haveli Dist.Pune",,
D02090,A-ONE BEER SHOPEE(GHOTAWADE),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"GOTWADE, KASAR AMBOLI, TAL-MULSHI",,
D07355,A.U.KARANDE,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,0.0,PUNE,,"Nighoje, Phase3, MIDC chakan, Plot no. PAP 38-39, gala no. 1, 2, Khed, Pune	",,
D01273,AADESH BEER SHOPEE (MUNDHAWA),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,32.0,  7,411036,"S.NO.38,SHINDE VASTI, SHANKARNAGAR , KESHAVNAGAR,MUNDHAWA",,
D07227,AARATI PERMIT ROOM (KATAPUR BD),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,GAT NO 421 KATAPUR BD. TAL AMBEGAON DIST PUNE,,
D01219,AARYA BEER SHOPEE (WANAWADI),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,46.0,PUNE,,"SHOP NO. 2, SHIVSAGAR HOU.SOC. WANWADI PUNE",,
D07256,AARYA BEER SHOPPE(WAKI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,PUNE,,"AT NO.157, M.NO.637, NAVIN NO.130, WAKI BK, SANTOSH NAGAR,TAL-KHED,DIST-PUNE.",,
D07356,ABHIDADA BEER SHOPEE (CHAKAN),180004,Beer Shopee,SM3=SURESH NAIR,0.0,40.0,,,"MILKAT NO.4691,CHAKAN-SHIKRAPUR ROAD,SADGURU COMPLEX,CHAKAN.",,
D06404,ABHIRAJ BEER SHOPPEE ( JEJURI ),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,25.0,PUNE,,"SR.NO.1353,GALA NO.4,JEJURI, TAL PURANDHAR, PUNE",,
D06190,ACE MART BEER SHOOPPE,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,20.0,PUNE,,"S NO. 58/2/2/2, SHOP NO 13, GOLD STAR BLDG KHARADI",,
D07269,ADITYA BEER SHOPEE ( KURULI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"GAT NO.47/1,MILKAT NO.71,CHIMBALI PHATA,KHED,PUNE.",,
D07264,ADITYA BEER SHOPPE (KALBHORNAGAR ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,PUNE,,"KALBHORNAGAR, CHINCHWAD, PUNE",,
D00215,AGARWAL WINES (KOTHRUD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,10.0,  5,411 004,"S.NO.10.S.NO.39/2/2 ERANDWANE, PUNE- 411 004.",,
D02300,AHER WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,10.0,PUNE,,SR NO 73/9/4 11 A/12A ASHOK AAGAM BULDING B WING SHOP NO 34 KATRAJ PUNE,,
D00006,AHURA ENTERPRISES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY,0.0,18.0,  7,411 006,"161,YERWADA PUNE -411 006.",,
D07551,AISHWARYA  DADASAHEB JAGTAP,180007,FL-IV ONE DAY LICENCE,SM1=ONE DAY LIC Â· SM3=SURESH NAIR,0.0,0.0,PUNE,411036,92/10 B   MUNDHAWA ROAD  PUNE ,,
D07445,AISHWARYA BEER SHOPEE (KHED),180004,Beer Shopee,SM3=SURESH NAIR,0.0,17.0,,,"MILKAT NO 79 PABAL ROAD RAKSHEWADI,RAJGURUNAGAR, KHED DIST.PUNE",,
D02297,AJIT WINES (DHANORI),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,55.0,PUNE,,SR NO 281/3/5 SHOP NO 1 SHREE GANESH ANGAN SOC. LOHGAON DHANORI ROAD PUNE,,
D07357,AKSHADA HOTEL,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"MILKAT NO 3680, AALE VILLAGE, TALUKA JUNNAR, DIST PUNE",,
D07485,AL BHANDARI COUNTRY LIQUOR BAR,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,50.0,PUNE CITY,,"SASWAD RD , FURSUNGI , HADAPSAR , PUNE",,
D06819,ALB BEER SHOPPY (CHANDAN NGR),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,20.0,PUNE,,SNO52/1/90 SAMRUDDHI CENTRE SHOP 7 KHARADI,,
D07203,AMAR BEER SHOPEE ( NIGDI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,PLAT NO .33 GALA NO . 2 TRANSPORTNAGAR  NIGDI . PUNE,,
D00113,AMPM LIQUORS (KRISHNA LIQUORS ),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,143.0,  5A,411 029,"S.NO.126,SHOP NO.5. MADHUMALTI COMPLEX, PAUD ROAD,KOTHRUD",,
D00018,ANGOOR WINE(DHANKAWADI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,28.0,  3,411 046,"KADAM  PLAZA, SHOP NO:-4,S.NO.7/1,PUNE SATARA ROAD, KATRAJ,PUNE.",,
D02600,ANGOOR WINES (KHED),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,0.0,PUNE,,"HOUSE NO:-1025, TAL:-KHED,",,
D02399,ANGRAJ HOTEL,180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,11.54,PUNE,,SR NO.37/1/3/6 YEWALEWADI ROAD KONDHWA ROAD KONDHWA PUNE,,
D07332,ANGUR BEER SHOPPE ( BHEKRAI NAGAR ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE CITY,412308,"G NO 4154, S NO SAGAR RESIDENCY , BHEKRAI NAGAR , FURSUNGI",,
D06162,ANMOL BEER SHOPEE (WAKAD) (SG),180004,Beer Shopee,SM1=Z KISHOR CHANDAK Â· SM3=OMKAR PAWAR,0.0,4.0,PUNE,,"SR.NO.207/02/1/2,V.S.L.2/1/3A,SHOP NO.7,8,WAKAD,MULSHI,PUNE",,
D07377,ANUP HOTEL ,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"HOTEL RAMKRUSHNA,GAVALIWADA,LONAVALA,DIST.PUNE	",,
D07359,ANVI BEER SHOPEE (CHAKAN),180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,,,"GAT NO 1372, NEAR INDIAN OIL PUMP, PETH TAL AMBEGAON DIST PUNE",,
D07257,APARNA HOTEL. (SHIROLI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"GAT NO 649,SHIROLI MILKAT NO 95, SHIROLI, KHED PUNE",,
D00021,APARNA WINES (BANER),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,50.0,PUNE,,BANER PUNE,,
D07221,APEKSHA BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,6.0,PUNE,,AKURDI PUNE,,
D07499,APLE BEER SHOP,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,5.0,PUNE CITY,,"BUILDING CITY . SURVEY NO 8-4G , STREET AT GULTAKEDI , TAL HAVELI DIST PUNE",,
D07360,ARATI HOTEL (NARAYANGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO.421, KATHAPUR BK. TAL-AMBEGAON, DIST-PUNE",,
D07195,ARCHANA HOTEL (SANASWADI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,37.0,PUNE,,PLOT NO 97.98 GAT NO 156/1544/168/170/171 B.U BHANDARI IND SANASWADI PUNE,,
D00023,ARCHANA LIQUOR WORLD (W),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,0.0,  2,411 040,"SHOP NO.1/2 KEDARI NAGAR WANAWADI,PUNE-40.",,
D06146,ARJUN BEER SHOPPEE (BANER) (SG),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,4.0,PUNE,,SR NO. 90. VEER BHADRA NGR. SH. 5 BANER,,
D06156,ARVIND WINES (WAKAD),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,122.0,PUNE,,"S.NO. 26,SHOP NO.2 NEAR JAGATAP DAIRY PIMPLE NILAKH WAKAD RD.",,
D07491,ARVIS BAR AND RESTAURANT,180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,0.0,PUNE,411048,"SR NO 971 AND 2 , SHOP NO C4 & C5 , KANCHAN ONYX, PISOLI , KONDHWA , YEWALEWADI",,
D07258,ARYA BEER SHOPEE (WAKI   ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"AT POST PAIT ,GAT NO.11/17, TAL KHED,DIST-PUNE",,
D02169,ARYA RESTAURANT HOTEL,180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,6.0,PUNE,,"SR, NO. 59/1,A-1 SHOP NO. A/2, MOHAMADWADI, PUNE",,
D07298,ARYAN BEER SHOPEE (BANER),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,SR.NO HISSA NO 1PLOT NO D CASSIOPEIA GROUND  FLOOR SHOP NO 2 BANER PUNE,,
D01587,ASHISH BEER SHOPEE(KIRKITWADI),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,"SHOP NO. 1, AMRUTA VIHAR BUILDING NO. 1, SINHGAD ROAD KIRKITWADI,",,
D07361,ASHOKA PALACE,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"LEPHATA, WADGAON ANAND, TAL-JUNNAR DIST-PUNE",,
D07362,ASHWINI HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO.104, A/P-DHANGARWADI TAL-JUNNAR, PUNE",,
D01262,ASWAD BEER SHOPEE,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,7.0,PUNE,,SR NO. 49 WADESHWAR NAGAR WADGAON SHERI NAGAR RD PUNE,,
D07259,ATHARVA HOTEL (CHAKAN),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"250/1,A/P-KHARABWADI,KHARAB-WADI, CHAKAN, TAL-KHED,DIST-PUNE.",,
D06171,AZAD BEER SHOPEE (BANER),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,3.0,PUNE,,"S NO.37/1/1/2/1,ABIL IMPERIAL SHOP NO 5 BANER",,
D02330,B & G COUNTRY LIQUOR ( MANJARI,180006,CL III (OTHERS),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,20.0,PUNE,,"GAT. NO.458, MANJARI",,
D02402,B CHILLED BEER SHOPPEE (SG),180004,Beer Shopee,SM1=TULSIRAM Â· SM3=OMKAR PAWAR,0.0,18.0,PUNE,,SHOP NO  30 / 31 GANGA VISHNU HEIGHTS KARVENAGAR KOTHRUD PUNE,,
D07364,B.J.DHOLE BEER SHOPPE (JUNNAR),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,25.0,,,"Narayngaon, Tal-Junnar Dist-Pune",,
D07351,BALAS BEER SHOPPEE ( KALEPADAL),180004,Beer Shopee,SM3=SURESH NAIR,0.0,460.0,PUNE,,SR.NO 35 SHOP NO 43 YASHRAJ GREEN   CASTEL KALEPADAL HADPSAR ,,
D07328,BEER EXPRESS BEER SHOPEE (MALEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,PUNE,413115,"GATE NO 7 , PLOT NO 4 , CHAITANYA HIGHTS , SHOP NO 6 , B WING , MALEGAON",,
D07345,BHANDARI RESTAURANT & BAR ( BHIGWAN ),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE CITY,,"MILKAT NO 484, GATE NO 90, 1 AND 922 , BADALWADI , TAL INDAPUR",,
D01453,BHARAT WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,35.0,  3,,S R NO 13   2 B/ 2 SUKHSAGAR NAGAR KATRAJ PUNE,,
D02049,BHONGLE WINES (SASWAD),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"CTS.NO.1463,SASWAD, TAL:-PURANDAR, PUNE:-02.",,
D07326,BOTTLE STORY RESTAURANT & BAR ( KHARADI ),180002,FL III (Permit Room),SM1=SAURABH Â· SM3=SURESH NAIR,0.0,2.0,PUNE CITY,411014,"PUNE NAGAR ROAD , NEAR HDFC BANK , KHARADI ",,
D07365,BUNTY BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"MILKAT NO.149, JAID WADI, TAL-KHED DIST-PUNE",,
D02292,C G WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,21.0,PUNE,,SR NO 20/ MILKAT NO 1111/3 MOJE  PUNAI  NAGAR  DHANKAWADI PUNE,,
D00456,C.M. WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY,0.0,5.0,  4,,"42/43,CITY S.NO156 KASTURBA Co-Op,HOUSING SOCIEY VISHRANTAWADI,PUNE",,
D06876,CHAITANYA BAR & RESTAURANT(VADGAON),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=ABID,0.0,4.0,PUNE,,SR.NO 55 HISSA NO 11 A 1 11B 1 SHOP NO 14 /5/4 SHIVKRUSHNA APTS VADGAON PUNE,,
D00636,CHANDAN WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,70.0,  7,,SR NO 82 PART NO 12/2/4 ANMOL RESIDENCY DIGHI TAH HAVELI DIST PUNE.,,
D07208,CHEERS BEER AND WINE SHOPEE(PIMPRI),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,0.0,,,"SHOP.NO.9,A-WING,KAMALA CROSS BUILDING,OPP-PCMC BUILDING,PIMPARI PUNE",,
D07366,CHEERS BEER SHOPEE-654 (LONAVALA),180004,Beer Shopee,SM3=SURESH NAIR,0.0,231.0,,,"SN.28/87,PLOT NO.87 ,SHOP NO.6,ANIRUDDHA COMPLEX NEW TUNGARLI, LONAVALA,TAL.MAVAL",,
D07146,CHINAB BEER SHOPEE ( 12 MATI),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,PUNE,,"M.NO.1194, GALA NO.A, TANDULWADI BHIGWAN ROAD MIDC BARAMATI TA-BARAMATI DIST-PUNE",,
D00082,CHIRAG WINES (KOTHRUD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,4.0,  5,,"S.NO.167/A,PLOT NO.10. HAPPY COLONY,KOTHRUD, PUNE",,
D07320,CHUG AND ASWANI (MK COUNTRY),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,475.0,PUNE,,"S.NO. 19/9, VAKAD ROAD THERGAON PUNE TA MULSHI  ",,
D07726,CORNER BEER SHOPPY,180004,Beer Shopee,SM3=SURESH NAIR,0.0,278.0,,,"GAT NO 1420, SHOP NO 4, SHIVSAI BUILDING  ",,
D00844,CRYSTAL WINES (BIBEWEWADI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,0.0,  6A,,"SHOP NO.6,ANANT VASAHAT 685/3,BIBWEWADI PUNE.",,
D06783,CURRENT WINE AND BEER SHOPEE (MOHAMMADWADI),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,66.0,PUNE,,SHOP NO 1 GRONG FLOOR NINE HILLS PLAZA SR.NO 43-44 HISSNO 1-5 MOHAMMADWADI PUNE,,
D05937,CURRENT WINE BAR HOTEL( WANWORIE),180002,FL III (Permit Room),SM1=ATISH,0.0,10.0,PUNE,,"S NO.43,44 HISSA NO.1 TO 9, SHOP NO.2 & 3 NINE HILLS ARCADE MOHAMMADWADI",,
D00052,D N SAYKAR WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,0.0,  1,411 001,"2395,SHOLAPUR ROAD, POOLGATE, PUNE -411 001.",,
D07732,D. B. DHAPATE,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,60.0,PUNE,,"S. NO. 90/55, KALAS, VISHRANTVADI, PUNE",,
D00857,DAMINI RESTAURANT (WARJE),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,0.0,  5,,"WARJE MALEWADI TAL,HAVELI DIST:PUNE",,
D06170,DARYA RESTAURANT ( WARJE),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,0.0,PUNE,411058,SURVEY NO 39 OBLIQUE 1  INDUSTRIAL SOCIETY CANOL ROAD WARJE MALWADI PUNE,,
D06648,DEEPAK PERMIT ROOM & BAR (MHATRE BRIDGE),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=CROSS SUPPLY,0.0,2.5,PUNE,,CTS NO 96  2 SHOP NO  AND 5 RAJENDRA  NAGAR SADASHIV PETH,,
D02094,DEEPAK PERMIT ROOM.(JUNNAR),180002,FL III (Permit Room),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,30.0,PUNE,,"NARAYANGAON, TAL:-JUNNAR,",,
D02254,DEEPAK WINES  (NEW LAW COLG RD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,10.0,PUNE,,"S. NO. 55/27,PLOT NO. 82.TP SCH NO. 1SHOPE 02, LUNKAD VILLA LAW COLLEGE RD",,
D07353,DESENT BEER SHOPPEE ( MANTARWADI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,75.0,PUNE,,PUNE SASWAD ROAD MANTARWADI PHURSUNGI PUNE,,
D07368,DHEERAJ BEER SHOPEE-513,180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,,,"MILKAT NO.501, KANHE, TAL. MAVAL,DIST-PUNE",,
D06140,DIAMOND BEER & WINE SHOPEE (SHIVANE) (SG),180004,Beer Shopee,SM1=Z SHANKAR SHINDE,0.0,4.0,PUNE,411023,SHOP NO 14.SR NO. 84/1 PANDHARINATH NGR. NDA RD. SHIVANE PUNE,,
D01148,DIAMOND WINES (WANWADI ),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,47.0,  2,,"SHOP NO.15 NANCY TOWERS WANOWARI,PUNE-40",,
D01873,DILIP WINES (PIMPRI CAMP),180001,FL II (Wine shop),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,35.0,PUNE,,"HOUSE NO-225,SHOP NO-1, PIMPRI COLONY, PIMPRI,PUNE-17.",,
D07311,DISCO WINES AND BEER BAR (YERWADA),180002,FL III (Permit Room),SM1=SAURABH Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,SR.NO 247  N 14 B CTS NO 1502 N 15051 PLOT NO 1 BK CO OP HSG SOCIETY GROUND FLOOR SHOP NO 9 YERWADA ,,
D06707,DISCOVERY WINE AND BEER (KONDHWA),180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,PUNE,,"SR NO 21-2 AND 22-2,MARVEL GANGA BOLIWARD SHOP NO 107,NIBM ROAD,KONDHAWA PUNE",,
D07369,DOLLER PERMIT ROOM RESTAURANT (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"MALMATTA NO 006 085 0871NIRGUDE,NIRGUDE BEJWATNirgude, Junnar, Pune",,
D06800,DRINKING LIQUIDS QUARTER NINTY BAR & REST (VIMANNAGAR),180002,FL III (Permit Room),SM1=SAURABH Â· SM3=SURESH NAIR,0.0,2.0,PUNE,,10 BIZ PARK PREMISES CO OP SOCTYSHOP NO 3&4 UPPER ROUND FLOOR VNGR,,
D00069,EMPRESS RESTAURANT (B.NALA),180002,FL III (Permit Room),SM1=ATISH Â· SM3=OMKAR PAWAR,0.0,60.0,PUNE,411 001,MIHIR APARTMENTS SHOP NO.8 BHAIROBANALA PUNE-1,,
D02316,ENJOY BEER & WINE SHOPEE ( KOTHRUD),180004,Beer Shopee,SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,4.0,PUNE,,"KALAGRAM SOC, GROUND FLOOR SHOP NO, 4 PAUD ROAD KOTHURD PUNE",,
D07354,FOUNTAIN (LAXMMI) WINES ( LONAVALA ) ,180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,15.0,PUNE CITY,,"SHOP NO 24 , M.G ROAD , SHIVAJI CHOWK , LONAVALA",,
